title,author,added_date,filename,opf_title,opf_creator,opf_language,opf_source,opf_publisher,opf_identifier
NO GAME NO LIFE 游戏人生-第四卷 游戏玩家兄妹遭遇现实恋爱游戏而逃之夭夭了-迷糊轻小说,,2025-05-19,NO GAME NO LIFE 游戏人生-第四卷 游戏玩家兄妹遭遇现实恋爱游戏而逃之夭夭了-迷糊轻小说.epub,NO GAME NO LIFE 游戏人生-第四卷 游戏玩家兄妹遭遇现实恋爱游戏而逃之夭夭了-迷糊轻小说,,zh,http://www.yidm.com/article/info/1/1191.html,迷糊轻小说(www.yidm.com),http://www.yidm.com/article/info/1/1191.html
NO GAME NO LIFE 遊戲人生 11 遊戲玩家兄妹似乎必須成為情侶才能離開,榎宮祐,2025-05-19,NO GAME NO LIFE 遊戲人生 11 遊戲玩家兄妹似乎必須成為情侶才能離開.epub,NO GAME NO LIFE 遊戲人生 11 遊戲玩家兄妹似乎必須成為情侶才能離開,榎宮祐,zh-TW,,東立出版社,uHkSSLHVIR7thAgNvnkSrj8
NO GAME NO LIFE 遊戲人生 12 遊戲玩家兄妹似乎要挑戰『魔王』,榎宮祐,2025-05-19,NO GAME NO LIFE 遊戲人生 12 遊戲玩家兄妹似乎要挑戰魔王.epub,NO GAME NO LIFE 遊戲人生 12 遊戲玩家兄妹似乎要挑戰『魔王』,榎宮祐,zh-CN,,KADOKAWA,urn:uuid:14ba0e87-d6cc-42e1-bf2e-4258ca20753b
TS転生美少女音虎玲子は寝取られたい_1,二本目海老天マン,2025-08-04,TS転生美少女音虎玲子は寝取られたい_1.epub,TS転生美少女音虎玲子は寝取られたい_1,二本目海老天マン,zh-CN,,,
Tier1姐妹 [第一卷 有名四姐妹没我就活不下去],纸城境介,2025-10-31,Tier1姐妹 第一卷 有名四姐妹没我就活不下去.epub,Tier1姐妹 [第一卷 有名四姐妹没我就活不下去],纸城境介,zh,,374260,https://www.bilinovel.com/novel/4441.html?fromuid=374260
Tier1姐妹 [第二卷 美少女职业玩家没有我便无法战斗],纸城境介,2025-10-31,Tier1姐妹 第二卷 美少女职业玩家没有我便无法战斗.epub,Tier1姐妹 [第二卷 美少女职业玩家没有我便无法战斗],纸城境介,zh,,374260,https://www.bilinovel.com/novel/4441.html?fromuid=374260
Unknown,Administrator,2025-10-29,Unknown.epub,Unknown,Administrator,en,,,e87978c0-0940-4f34-918d-2c2135c9d65f
Unknown,32066,2025-11-24,Unknown 1.epub,Unknown,32066,en,,,57ebffa3-3c25-4280-a041-ae43f46bd456
Unnamed Memory 無名記憶 Ⅰ 蒼月魔女與受詛咒之王,古宮九時,2025-05-19,Unnamed Memory 無名記憶 Ⅰ 蒼月魔女與受詛咒之王.epub,Unnamed Memory 無名記憶 Ⅰ 蒼月魔女與受詛咒之王,古宮九時,zh-TW,,東立出版社,urn:uuid:2d6b31db-7bb3-4b23-89ce-b653cfe1dee0
Unnamed Memory 無名記憶 Ⅵ 無名物語之終焉,古宮九時,2025-05-19,Unnamed Memory 無名記憶 Ⅵ 無名物語之終焉.epub,Unnamed Memory 無名記憶 Ⅵ 無名物語之終焉,古宮九時,zh-TW,,KADOKAWA,urn:uuid:ed3ff29b-f5f2-4b13-af5f-611d21f88867
[Title here],,2026-02-11,Title here.epub,[Title here],,en,,,urn:uuid:22e695cb-e885-4c62-9f14-ac04a582203a
[朝浦]让那个写不出小说的家伙写出来的方法,,2025-12-25,朝浦让那个写不出小说的家伙写出来的方法.epub,[朝浦]让那个写不出小说的家伙写出来的方法,,zh,轻之国度,lk,4b43243e-c50c-447e-ac22-45ef023b73b1
[物语系列][01卷]化物语（上）,西尾维新,2025-10-29,物语系列01卷化物语上.epub,[物语系列][01卷]化物语（上）,西尾维新,zh,,,ae069c6a-eec2-441a-85c0-ff10f69ae4bc
[物语系列][02卷]化物语（下）,西尾维新,2025-10-29,物语系列02卷化物语下.epub,[物语系列][02卷]化物语（下）,西尾维新,zh,,,95d9cb14-2874-468e-bb0f-c3437a7f372c
[物语系列][03卷]伤物语,西尾维新,2025-10-29,物语系列03卷伤物语.epub,[物语系列][03卷]伤物语,西尾维新,zh,,,506fd282-8379-43bc-81a4-1e84134c72e0
[物语系列][04卷]伪物语（上）,西尾维新,2025-10-29,物语系列04卷伪物语上.epub,[物语系列][04卷]伪物语（上）,西尾维新,zh,,,f544d744-6645-4c37-be19-84ce6eb37f64
[物语系列][05卷]伪物语（下）,西尾维新,2025-10-29,物语系列05卷伪物语下.epub,[物语系列][05卷]伪物语（下）,西尾维新,zh,,,714046f1-7921-42b9-8b26-72c222fba7ff
[物语系列][06卷]猫物语（黑）,西尾维新,2025-10-29,物语系列06卷猫物语黑.epub,[物语系列][06卷]猫物语（黑）,西尾维新,zh,,,d90ffe64-f01a-4548-8b8d-dfb7fd3871d9
[物语系列][07卷]猫物语（白）,西尾维新,2025-10-29,物语系列07卷猫物语白.epub,[物语系列][07卷]猫物语（白）,西尾维新,zh,,,7e1659d0-cbc6-4d45-992b-64fc83e50459
[物语系列][08卷]倾物语,西尾维新,2025-10-29,物语系列08卷倾物语.epub,[物语系列][08卷]倾物语,西尾维新,zh,,,a6616e0b-6c6a-4793-95a1-c4c1f42c8815
[物语系列][09卷]花物语,西尾维新,2025-10-29,物语系列09卷花物语.epub,[物语系列][09卷]花物语,西尾维新,zh,,,792c7c0d-36a2-4530-a876-bd605e9fe97d
[物语系列][10卷]囮物语,西尾维新,2025-10-29,物语系列10卷囮物语.epub,[物语系列][10卷]囮物语,西尾维新,zh,,,82bf5c43-39ea-489b-aba5-dfc558af1aff
[物语系列][11卷]鬼物语,西尾维新,2025-10-29,物语系列11卷鬼物语.epub,[物语系列][11卷]鬼物语,西尾维新,zh,,,a379645f-e130-403c-9f90-fa686a036787
[物语系列][12卷]恋物语,西尾维新,2025-10-29,物语系列12卷恋物语.epub,[物语系列][12卷]恋物语,西尾维新,zh,,,07f72c6f-4c58-47a8-b678-22ccf7f2b73a
[物语系列][13卷]凭物语,西尾维新,2025-10-29,物语系列13卷凭物语.epub,[物语系列][13卷]凭物语,西尾维新,zh,,,2996717d-aac6-45d2-8f79-a07586f4c6b6
[物语系列][14卷]历物语,西尾维新,2025-10-29,物语系列14卷历物语.epub,[物语系列][14卷]历物语,西尾维新,zh,,,2ce2e2f6-3c63-48f3-a04d-57178ab8a210
[物语系列][15卷]终物语（上）,西尾维新,2025-10-29,物语系列15卷终物语上.epub,[物语系列][15卷]终物语（上）,西尾维新,zh,,,3e6260e3-e71e-4c01-ba76-ef8284a52edb
[物语系列][16卷]终物语（中）,西尾维新,2025-10-29,物语系列16卷终物语中.epub,[物语系列][16卷]终物语（中）,西尾维新,zh,,,8a90d31f-2ca5-4ab8-88ca-91761a525cc7
[物语系列][17卷]终物语（下）,西尾维新,2025-10-29,物语系列17卷终物语下.epub,[物语系列][17卷]终物语（下）,西尾维新,zh,,,43e53a69-04db-4c07-b5ea-7a1ae082a78a
[物语系列][18卷]续终物语,西尾维新,2025-10-29,物语系列18卷续终物语.epub,[物语系列][18卷]续终物语,西尾维新,zh,,,3b240ada-7621-4576-9ba7-cfa40d13eb76
[物语系列][19卷]愚物语,西尾维新,2025-10-29,物语系列19卷愚物语.epub,[物语系列][19卷]愚物语,西尾维新,zh,,,5572b0b4-cca4-4632-81b2-057c1abb4078
[物语系列][20卷]业物语,西尾维新,2025-10-29,物语系列20卷业物语.epub,[物语系列][20卷]业物语,西尾维新,zh,,,7dee682c-af02-4c75-9ecc-54ce800fe374
[物语系列][21卷]抚物语,西尾维新,2025-10-29,物语系列21卷抚物语.epub,[物语系列][21卷]抚物语,西尾维新,zh,,,b5e29094-982a-4b26-96f4-25b390f15452
[物语系列][22卷]结物语,西尾维新,2025-10-29,物语系列22卷结物语.epub,[物语系列][22卷]结物语,西尾维新,zh,,,3e3b59f4-e02b-49a2-bd02-b81023c70f03
[物语系列][23卷]忍物语,西尾维新,2025-10-29,物语系列23卷忍物语.epub,[物语系列][23卷]忍物语,西尾维新,zh,,,urn:uuid:5208e6bb-5d25-45b0-a7fd-b97d79a85fd4
[物语系列][24卷]宵物语,西尾维新,2025-10-29,物语系列24卷宵物语.epub,[物语系列][24卷]宵物语,西尾维新,zh,http://www.yidm.com/article/info/2/2245.html,,http://www.yidm.com/article/info/2/2245.html
[物语系列][25卷]余物语,西尾维新,2025-10-29,物语系列25卷余物语.epub,[物语系列][25卷]余物语,西尾维新,zh,http://www.yidm.com/article/info/2/2245.html,,http://www.yidm.com/article/info/2/2245.html
[物语系列][26卷]扇物语,西尾维新,2025-10-29,物语系列26卷扇物语.epub,[物语系列][26卷]扇物语,西尾维新,zh,http://www.yidm.com/article/info/2/2245.html,,http://www.yidm.com/article/info/2/2245.html
[物语系列][27卷]死物语（上）,西尾維新,2025-10-29,物语系列27卷死物语上.epub,[物语系列][27卷]死物语（上）,西尾維新,zh,,,mobi-asin:B09BQSHMLT
[物语系列][28卷]死物语（下）,西尾維新,2025-10-29,物语系列28卷死物语下.epub,[物语系列][28卷]死物语（下）,西尾維新,zh,,,mobi-asin:B09BQRSWQ1
[物语系列][29卷]战物语,西尾維新,2025-10-29,物语系列29卷战物语.epub,[物语系列][29卷]战物语,西尾維新,zh,,,48c67105-827b-4bf4-8588-ad62fb169136
[物语系列][30卷]短物语,西尾維新,2025-10-29,物语系列30卷短物语.epub,[物语系列][30卷]短物语,西尾維新,zh,,,2586e5f7-ad86-4da6-82b3-f1da003061ca
[物语系列]佰物语,西尾维新,2025-10-29,物语系列佰物语.epub,[物语系列]佰物语,西尾维新,zh-CN,http://www.cnepub.com,,86879bae-7dce-4662-acec-0552b57482b2
[物语系列]混物语,西尾维新,2025-10-29,物语系列混物语.epub,[物语系列]混物语,西尾维新,zh,http://www.yidm.com/article/info/2/2245.html,,http://www.yidm.com/article/info/2/2245.html
[物语系列]短篇集,西尾维新,2025-10-29,物语系列短篇集.epub,[物语系列]短篇集,西尾维新,zh,,,urn:uuid:e01cf8e9-226a-4d89-9117-d2e2dc48158c
[葵关南].玩乐关系 03,葵关南,2026-03-20,葵关南玩乐关系 03.epub,[葵关南].玩乐关系 03,葵关南,zh-CN,,,urn:uuid:e1559096-0ea8-4562-b45b-245f2b8f494b
[葵关南].玩乐关系 03,葵关南,2026-03-20,葵关南玩乐关系 03.epub,[葵关南].玩乐关系 03,葵关南,zh-CN,,,urn:uuid:e1559096-0ea8-4562-b45b-245f2b8f494b
[西 条陽] 我，当备胎女友就可以。 第5卷,西 条陽 （sillo 译）校、图,2025-05-19,西 条陽 我当备胎女友就可以 第5卷.epub,[西 条陽] 我，当备胎女友就可以。 第5卷,西 条陽 （sillo 译）校、图,zh-CN,http://www.cnepub.com,epub掌上书苑,
ban2-8,たかた,2025-10-04,ban2-8.epub,ban2-8,たかた,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,B0FRFH8L4L
book-20250711231231,,2025-10-04,book-20250711231231.epub,book-20250711231231,未知作者,zh-CN,,,Id_044A9E8E-8A99-4543-A4EA-9DF06C1B323D_
book-20250712001128,,2025-10-04,book-20250712001128.epub,book-20250712001128,未知作者,zh-CN,,,Id_D1EFCC84-4B5B-4082-A39A-5DB0403CBE18_
untitled,ショーン田中,2025-05-19,untitled.epub,untitled,ショーン田中,zh,http://www.cnepub.com,epub掌上书苑,urn:uuid:910dc592-2e9c-45ed-bd44-c434d44d5727
δ和γ的理学部笔记 [第三卷 和你一同，构建最终的逻辑。],逆井卓马,2026-02-23,δ和γ的理学部笔记 第三卷 和你一同构建最终的逻辑.epub,δ和γ的理学部笔记 [第三卷 和你一同，构建最终的逻辑。],逆井卓马,zh,,374260,https://www.bilinovel.com/novel/4629.html?fromuid=374260
δ和γ的理学部笔记 [第二卷 这场青春，并没有另一个解。],逆井卓马,2025-11-26,δ和γ的理学部笔记 第二卷 这场青春并没有另一个解.epub,δ和γ的理学部笔记 [第二卷 这场青春，并没有另一个解。],逆井卓马,zh,,374260,https://www.bilinovel.com/novel/4629.html?fromuid=374260
【完结】无限回归者讲述故事,Shin Noah(신노아),2025-10-08,完结无限回归者讲述故事.epub,【完结】无限回归者讲述故事,Shin Noah(신노아),zh,https://www.esjzone.one/detail/1742794290.html,,urn:uuid:7baf6b49-8bcf-4ec6-ae96-e89e2ada3ca0
あまらぶＬＯＶＥ！ ツンな彼女と恋のステップ,愛内なの,2025-08-12,あまらぶＬＯＶＥ ツンな彼女と恋のステップ.epub,あまらぶＬＯＶＥ！ ツンな彼女と恋のステップ,愛内なの,zh-CN,,株式会社パラダイム,calibre:304
お兄ちゃんのこと、好き好き大好き好き好き,水無瀬さんご,2025-07-03,お兄ちゃんのこと好き好き大好き好き好き.epub,お兄ちゃんのこと、好き好き大好き好き好き,水無瀬さんご,zh-CN,,フランス書院,urn:uuid:b47b6e18-b778-49a6-a084-fcead6d9f6c9
こちら、終末停滞委員会。６【電子特別版】,逢縁奇演,2026-07-11,こちら終末停滞委員会６電子特別版.epub,こちら、終末停滞委員会。６【電子特別版】,逢縁奇演,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,04952304A25522300000
たかがアイドル！ ～されど、やっぱり顔はいい～,西　条陽,2026-05-09,たかがアイドル　～されどやっぱり顔はいい～.epub,たかがアイドル！ ～されど、やっぱり顔はいい～,西 条陽,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,urn:uuid:7e20f4a1-842a-4f92-abbf-a26e924e4823
たぶん、彼女は人を殺せる【電子特典付き】,丸深　まろやか,2026-05-09,たぶん彼女は人を殺せる電子特典付き.epub,たぶん、彼女は人を殺せる【電子特典付き】,丸深 まろやか,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,urn:uuid:871fb7e9-50b1-4b53-8d53-cb38004edaad
どうか俺を放っておいてくれ３ なぜかぼっちの終わった高校生活を彼女が変えようとしてくる (GA文庫),相崎 壁際,2025-11-10,どうか俺を放っておいてくれ３ なぜかぼっちの終わった高校生活を彼女が変えようとしてくる GA文庫.epub,どうか俺を放っておいてくれ３ なぜかぼっちの終わった高校生活を彼女が変えようとしてくる (GA文庫),相崎 壁際,zh-CN,,SBクリエイティブ株式会社,4cf9c51c-88b1-4d09-bde4-00bcd77007b9
ほうかごがかり６ あかね小学校(電撃文庫),甲田学人,2025-12-12,ほうかごがかり６ あかね小学校電撃文庫.epub,ほうかごがかり６ あかね小学校(電撃文庫),甲田学人,zh-CN,,KADOKAWA,9962d693-43ec-4237-9db7-39bc765835e2
ぼくのことバカにしていた後輩ギャルたちがハーレム全裸土下座した文化祭メモリアルパック (フランス書院eブックス),ＸＰＪｂｏｘ,2025-07-10,ぼくのことバカにしていた後輩ギャルたちがハーレム全裸土下座した文化祭メモリアルパック フランス書院eブックス.epub,ぼくのことバカにしていた後輩ギャルたちがハーレム全裸土下座した文化祭メモリアルパック (フランス書院eブックス),ＸＰＪｂｏｘ,zh-CN,,フランス書院,B0F11Y3JLN
また殺されてしまったのですね、探偵様５ 【電子特典付き】,てにをは,2025-11-30,また殺されてしまったのですね探偵様５ 電子特典付き.epub,また殺されてしまったのですね、探偵様５ 【電子特典付き】,てにをは,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,calibre:1368
もっと！ 孕ませ！ 炎のおっぱい異世界超エロサキュバス学園！「特別増量版」,川原圭人,2025-09-22,もっと 孕ませ 炎のおっぱい異世界超エロサキュバス学園特別増量版.epub,もっと！ 孕ませ！ 炎のおっぱい異世界超エロサキュバス学園！「特別増量版」,川原圭人,zh-CN,,株式会社パラダイム,xxxx-xxxx
わたし、二番目の彼女でいいから。９【電子豪華版】,西　条陽,2026-05-09,わたし二番目の彼女でいいから９電子豪華版.epub,わたし、二番目の彼女でいいから。９【電子豪華版】,西 条陽,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,04915915A19084700000
エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件,ソルティ,2025-05-19,エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件.epub,エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件,ソルティ,ja,,フランス書院,urn:uuid:896a9454-c29b-de37-4d09-29bb1e5f3a14
エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件【修学旅行でゲーム＆リアルハーレム】,ソルティ,2025-05-19,エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件修学旅行でゲームリアルハーレム.epub,エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件【修学旅行でゲーム＆リアルハーレム】,ソルティ,ja,,フランス書院,urn:uuid:c993c057-f145-2cff-02c3-a5df4965463b
エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件【性なる夜の種付けハーレムエッチ】,ソルティ,2025-05-19,エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件性なる夜の種付けハーレムエッチ.epub,エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件【性なる夜の種付けハーレムエッチ】,ソルティ,ja,,フランス書院,urn:uuid:04993a26-c287-bc02-0be0-5f288309d110
エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件【性奴隷たちと夢のリアルハーレム】,ソルティ,2025-05-19,エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件性奴隷たちと夢のリアルハーレム.epub,エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件【性奴隷たちと夢のリアルハーレム】,ソルティ,ja,,フランス書院,urn:uuid:afa3e342-77b7-2b2b-d7e8-3a66d4110b4a
